Ammonia(N),Temp Water,pH,O Diss %sat,Orthophospht,target
0.054,3.4,8.15,101.8,0.014,0
0.075,5.1,8.23,100.3,0.023,0
0.03,4.2,8.55,101.9,0.018,0
4.8,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.4,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.4,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,1.3,8.26,99.1,0.013,0
0.03,2.2,7.69,103.3,0.013,0
0.03,4.5,7.81,100.7,0.014,0
0.03,2.3,8.14,101.7,0.012,0
0.03,3.1,7.59,100.2,0.01,0
0.03,3.8,7.84,97.5,0.01,0
0.03,3.2,8.23,99.2,0.098,0
0.093,3.2,7.7639590666403,93.87625272331155,0.15,0
0.087,5.8,7.7639590666403,93.87625272331155,0.042,0
0.073,3.2,8.16,98.8,0.042,0
0.11,4.2,7.7639590666403,93.87625272331155,0.057,0
0.071,6.9,7.68,94.4,0.032,0
0.065,3.5,8.25,99.9,0.051,0
0.7890097962962963,6.8,7.7639590666403,95.1,0.1352702980688497,0
0.1,2.8,8.15,99.9,0.045,0
0.11,3.4,8.26,100.0,0.67,0
0.03,3.3,8.37,102.0,0.01,0
0.03,3.8,8.35,100.4,0.01,0
0.03,1.1,7.7639590666403,93.87625272331155,0.027,0
0.071,2.4,7.7639590666403,93.87625272331155,0.075,0
0.03,1.8,7.7639590666403,93.87625272331155,0.01,0
0.03,3.1,7.7639590666403,93.87625272331155,0.01,0
0.064,5.973470599146726,7.83,100.4,0.1352702980688497,0
0.03,1.8,7.46,103.3,0.034,0
0.03,0.7,7.52,107.3,0.022,0
0.078,3.8,5.21,103.2,0.02,0
0.03,2.7,7.76,101.4,0.017,0
0.03,0.1,8.19,76.2,0.011,0
0.03,6.0,8.21,102.0,0.01,0
0.08,3.6,7.78,94.7,0.036,0
0.03,3.3,8.23,97.1,0.03,0
0.03,3.5,8.31,99.1,0.021,0
0.053,3.6,8.18,96.3,0.039,0
5.1,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.053,3.8,7.97,94.6,0.031,0
0.03,3.7,8.0,98.5,0.013,0
0.11,2.6,8.47,100.8,0.062,0
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,3.8,7.91,94.4,0.016,0
1.3,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.0031,4.6,7.67,99.8,0.007,0
0.019,4.1,7.24,98.5,0.0054,0
0.03,0.0,7.7639590666403,93.87625272331155,0.1352702980688497,0
0.03,3.7,7.7639590666403,93.87625272331155,0.1352702980688497,0
0.03,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.011,3.7,7.93,102.9,0.01,0
0.03,2.7,7.59,102.8,0.01,0
0.03,0.1,7.96,102.3,0.01,0
0.17,0.9,7.45,101.9,0.016,0
0.03,3.6,7.66,102.8,0.01,0
0.0061,3.6,7.77,98.4,0.0069,0
0.03,4.0,7.59,100.2,0.01,0
0.03,2.5,7.97,100.6,0.01,0
0.03,0.4,7.99,92.4,0.01,0
0.094,0.9,8.02,104.0,0.01,0
0.03,3.3,7.91,103.9,0.014,0
0.03,3.2,8.12,102.4,0.01,0
0.044,2.9,7.53,100.1,0.016,0
0.03,3.9,7.78,100.3,0.01,0
0.03,3.8,7.91,102.5,0.017,0
0.0021,4.8,7.32,101.9,0.0052,0
0.0021,4.5,7.46,100.5,0.0057,0
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
9.8,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
12.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.04,0.8,7.59,102.6,0.01,0
0.049,1.1,7.53,97.9,0.01,0
0.03,3.8,7.8,103.4,0.012,0
0.03,3.6,7.92,102.9,0.01,0
0.047,3.1,7.72,100.2,0.01,0
0.014,2.8,7.3,102.5,0.012,0
0.0049,5.1,7.95,100.0,0.0053,0
0.0022,3.9,7.86,102.4,0.0081,0
0.016,2.9,7.51,99.3,0.016,0
0.0065,6.3,7.93,103.6,0.0084,0
0.01,2.8,7.57,99.9,0.005,0
0.7890097962962963,3.3,7.93,103.7,0.1352702980688497,0
0.03,4.3,8.01,99.3,0.012,0
0.7890097962962963,3.9,8.0,101.6,0.1352702980688497,0
0.002,4.1,8.05,98.2,0.012,0
0.0025,3.3,7.9,100.0,0.0028,0
0.03,4.0,8.03,100.9,0.01,0
0.03,3.9,7.95,99.0,0.01,0
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
7.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.29,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
5.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.36,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,9.0,8.2,100.3,0.01,0
0.03,9.3,8.3,100.7,0.01,0
0.002,3.9,7.65,100.2,0.008,0
0.03,8.2,8.4,99.6,0.01,0
0.03,9.0,8.2,88.1,0.01,0
0.7890097962962963,5.973470599146726,7.42,93.87625272331155,0.1352702980688497,0
0.002,4.4,7.89,98.9,0.0061,0
0.7890097962962963,3.9,8.1,102.3,0.1352702980688497,0
0.7890097962962963,4.8,8.0,102.8,0.1352702980688497,0
0.03,4.0,8.07,101.2,0.01,0
0.03,9.6,7.9,85.6,0.01,0
0.03,8.5,7.8,99.8,0.01,0
0.7890097962962963,4.5,7.8,101.8,0.1352702980688497,0
0.03,8.2,8.0,102.1,0.01,0
0.03,5.2,7.7,101.6,0.01,0
0.7890097962962963,3.4,7.6,101.9,0.1352702980688497,0
0.03,7.4,8.0,75.2,0.01,0
0.7890097962962963,3.5,8.1,104.6,0.1352702980688497,0
0.059,3.5,7.96,99.4,0.0097,0
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.1,23.7,7.35,74.2,0.1352702980688497,1
0.021,2.6,8.08,99.3,0.015,0
0.0078,6.6,8.52,103.6,0.035,0
0.03,3.9,7.65,99.9,0.033,0
0.03,3.9,7.58,99.4,0.01,0
2.8,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
4.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.47,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.15,4.1,7.97,100.7,0.026,0
0.0032,4.2,7.72,100.2,0.0045,0
0.7890097962962963,5.973470599146726,7.55,93.87625272331155,0.1352702980688497,0
0.022,3.7,7.85,98.8,0.0038,0
0.16,4.1,8.05,94.2,0.074,0
0.053,4.2,8.28,98.3,0.13,0
0.2,5.4,7.95,94.8,0.15,0
0.069,4.9,7.95,98.6,0.013,0
0.09,4.3,8.22,99.2,0.13,0
0.043,3.0,8.04,93.9,0.04,0
0.7890097962962963,5.8,7.7639590666403,94.5,0.1352702980688497,0
0.7890097962962963,5.3,7.7639590666403,96.0,0.1352702980688497,0
0.7890097962962963,5.3,7.7639590666403,96.8,0.1352702980688497,0
0.7890097962962963,5.0,7.7639590666403,97.7,0.1352702980688497,0
2.1,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.973470599146726,6.62,93.87625272331155,0.1352702980688497,0
0.051,5.7,7.6,89.7,0.052,0
0.03,4.5,7.94,100.5,0.01,0
0.036,3.2,7.77,98.8,0.019,0
0.0077,1.7,8.01,99.2,0.011,0
0.7890097962962963,10.8,7.9,47.9,0.1352702980688497,0
2.6,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,7.8,7.7,83.6,0.01,0
0.062,1.6,7.06,90.2,0.012,0
0.0059,3.7,7.73,99.9,0.013,0
1.9,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.01,2.2,7.81,99.8,0.0051,0
0.0022,3.8,7.47,99.8,0.0021,0
0.0068,0.1,8.33,103.4,0.0069,0
0.0029,4.4,8.02,100.7,0.0045,0
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.006,1.2,8.16,104.0,0.0031,0
0.03,7.2,8.2,97.0,0.01,0
0.7890097962962963,9.3,7.7,26.7,0.1352702980688497,0
0.03,4.3,7.73,99.5,0.01,0
0.03,4.8,7.86,100.0,0.01,0
0.055,4.8,7.43,97.1,0.018,0
0.084,4.3,7.76,95.9,0.012,0
0.064,4.3,7.99,98.1,0.021,0
0.03,5.1,7.24,98.8,0.01,0
0.03,3.7,7.99,96.3,0.035,0
0.14,3.4,7.56,95.9,0.039,0
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.58,3.9,8.21,99.4,0.039,0
0.065,4.2,8.01,99.5,0.01,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,5.5,7.59,82.8,0.01,0
100.0,5.973470599146726,7.65,93.87625272331155,0.5,1
0.5,5.973470599146726,8.04,93.87625272331155,0.5,1
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.973470599146726,7.69,93.87625272331155,0.1352702980688497,1
0.41,2.8,7.74,99.1,0.19,0
0.19,2.8,8.07,96.9,0.13,0
0.13,4.2,7.74,97.9,0.17,0
4.1,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.22,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
1.8,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.081,4.4,7.86,98.7,0.31,0
0.03,3.8,8.02,99.9,0.011,0
0.069,6.0,8.1,97.0,0.21,0
0.03,4.0,7.73,98.8,0.01,0
0.4,4.6,7.52,96.6,0.31,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.5,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.5,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.5,0
0.7890097962962963,5.973470599146726,7.46,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.973470599146726,7.97,93.87625272331155,0.1352702980688497,1
0.12,2.7,8.02,99.3,0.14,0
0.15,3.8,8.17,96.7,0.063,0
3.8,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.68,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.15,2.9,7.67,98.5,0.12,0
0.12,3.2,8.12,98.4,0.038,0
3.0,6.2,8.21,93.9,0.27,0
0.037,4.1,8.3,98.3,0.052,0
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.27,4.7,7.75,92.8,0.049,0
0.095,3.7,8.0,98.6,0.027,0
0.03,3.7,8.22,99.4,0.018,0
0.23,9.3,8.3,96.2,0.065,0
0.7890097962962963,7.1,7.7639590666403,95.8,0.1352702980688497,0
0.066,4.1,7.94,98.3,0.1,0
0.035,4.4,8.51,97.4,0.044,0
0.7890097962962963,5.973470599146726,7.5,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.973470599146726,7.5,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.973470599146726,7.72,93.87625272331155,0.1352702980688497,1
0.046,4.3,8.06,98.7,0.05,0
0.1,5.6,8.15,100.7,0.064,0
0.011,3.7,7.7,101.3,0.0011,0
0.48,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.45,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,1.9,7.55,102.7,0.01,0
0.03,1.3,7.72,99.7,0.01,0
0.03,3.6,8.18,102.9,0.01,0
0.03,3.5,7.95,103.4,0.022,0
0.03,4.6,7.58,99.9,0.01,0
0.7890097962962963,4.7,7.2,102.8,0.1352702980688497,0
0.015,4.0,7.87,101.5,0.02,0
0.03,3.2,8.03,102.6,0.01,0
0.0045,3.7,7.66,100.9,0.0036,0
0.7890097962962963,5.973470599146726,8.16,93.87625272331155,0.1352702980688497,1
1.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.0028,2.0,7.66,103.7,0.0034,0
0.7890097962962963,4.1,6.6,102.5,0.1352702980688497,0
0.7890097962962963,4.7,7.8,98.2,0.1352702980688497,0
0.03,2.5,8.24,104.3,0.01,0
0.0041,2.6,7.89,104.3,0.0013,0
0.7890097962962963,4.3,6.8,98.2,0.1352702980688497,0
0.7890097962962963,4.5,7.2,102.4,0.1352702980688497,0
0.03,3.6,8.03,101.2,0.019,0
0.03,3.0,7.96,102.8,0.01,0
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.004,3.3,7.94,102.7,0.0051,0
0.03,4.2,8.3,98.5,0.054,0
2.3,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
4.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
2.9,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.8,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.066,4.5,8.01,96.5,0.038,0
0.96,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,4.4,7.61,100.6,0.039,0
0.03,5.4,8.22,102.2,0.043,0
1.3,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.009,4.6,8.3,101.4,0.021,0
0.0082,4.6,7.98,102.3,0.019,0
0.03,6.2,7.72,98.1,0.025,0
0.03,3.0,7.81,99.1,0.022,0
0.7890097962962963,5.4,8.14,100.6,0.1352702980688497,0
0.16,5.1,8.2,98.1,0.21,0
0.11,3.1,8.11,96.4,0.2,0
0.098,3.2,8.1,96.3,0.2,0
0.03,3.9,7.69,85.7,0.012,0
0.34,5.4,7.3,77.2,0.1,0
0.079,5.4,7.56,82.5,0.012,0
1.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.47,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
3.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.31,4.6,7.75,91.2,0.33,0
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
8.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.17,2.1,8.07,97.8,0.28,0
0.074,3.4,7.85,95.4,0.11,0
0.17,4.0,7.67,86.2,0.049,0
0.034,4.0,8.24,98.4,0.031,0
0.082,5.5,7.49,80.0,0.016,0
0.11,2.8,8.05,98.5,0.1,0
0.25,4.2,7.49,89.5,2.2,0
0.049,5.3,7.55,85.8,0.017,0
0.069,1.5,8.06,97.4,0.18,0
6.2,6.8,8.09,93.87625272331155,0.1352702980688497,1
7.6,8.9,8.53,93.87625272331155,0.1352702980688497,1
12.0,9.2,9.01,93.87625272331155,0.1352702980688497,1
0.67,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.17,3.3,8.0,96.0,0.086,0
6.8,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.12,4.4,8.19,99.8,0.075,0
0.093,5.5,7.9,96.9,0.087,0
24.0,9.2,9.18,93.87625272331155,0.1352702980688497,1
0.58,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
1.3,5.1,7.97,93.8,0.074,0
1.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
1.9,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
3.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
54.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,16.0,7.35,93.87625272331155,0.1352702980688497,1
0.18,4.8,7.96,96.2,0.052,0
0.13,3.9,8.08,96.7,0.23,0
0.25,2.9,7.06,79.3,0.19,0
0.14,5.0,8.12,99.8,0.065,0
0.15,4.8,7.99,97.3,0.037,0
0.15,4.0,7.94,92.8,0.12,0
0.084,2.0,7.95,98.4,0.14,0
0.045,5.5,8.04,93.1,0.13,0
0.073,4.5,7.95,96.9,0.065,0
0.35,4.8,8.25,99.7,0.38,0
0.088,3.7,8.21,99.0,0.061,0
0.093,4.0,8.15,98.9,0.17,0
0.7890097962962963,6.9,7.7639590666403,97.3,0.1352702980688497,0
0.7890097962962963,6.9,7.7639590666403,96.0,0.1352702980688497,0
0.7890097962962963,6.7,7.7639590666403,96.9,0.1352702980688497,0
0.7890097962962963,6.8,7.7639590666403,92.4,0.1352702980688497,0
0.044,3.5,8.11,97.7,0.12,0
0.046,3.5,8.11,97.7,0.12,0
0.054,4.6,8.07,97.6,0.12,0
0.7890097962962963,6.8,7.7639590666403,105.0,0.1352702980688497,0
0.7890097962962963,6.8,7.7639590666403,94.4,0.1352702980688497,0
0.7890097962962963,6.8,7.7639590666403,92.5,0.1352702980688497,0
0.064,3.8,7.84,83.0,0.29,0
0.7890097962962963,5.7,7.7639590666403,98.1,0.1352702980688497,0
1.3,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
1.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
1.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,6.8,7.7639590666403,94.0,0.1352702980688497,0
0.093,4.1,8.15,98.5,0.087,0
3.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.057,1.4,8.04,97.2,0.13,0
0.068,6.4,8.26,101.0,0.11,0
0.34,4.9,7.9,93.3,0.3,0
0.12,2.2,8.0,96.7,0.11,0
0.099,2.6,8.1,94.0,0.11,0
0.25,4.1,8.05,97.7,0.11,0
12.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,9.1,7.9,93.87625272331155,0.1352702980688497,1
0.7890097962962963,6.7,7.93,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.6,7.86,93.87625272331155,0.1352702980688497,1
0.7890097962962963,14.8,7.86,93.87625272331155,0.1352702980688497,1
0.7890097962962963,17.9,7.89,93.87625272331155,0.1352702980688497,1
0.7890097962962963,14.6,7.87,93.87625272331155,0.1352702980688497,1
0.033,2.7,8.0,96.0,0.021,0
0.03,3.4,7.68,98.2,0.021,0
0.03,2.7,8.92,99.9,0.063,0
0.7890097962962963,8.4,7.7639590666403,99.2,0.1352702980688497,0
0.03,3.5,8.6,100.4,0.038,0
0.7890097962962963,5.973470599146726,7.56,93.87625272331155,0.1352702980688497,0
0.7890097962962963,5.973470599146726,7.21,93.87625272331155,0.1352702980688497,0
0.7890097962962963,5.973470599146726,7.01,93.87625272331155,0.1352702980688497,0
0.7890097962962963,5.1,7.94,93.87625272331155,0.1352702980688497,0
0.7890097962962963,6.9,7.98,93.87625272331155,0.1352702980688497,0
0.7890097962962963,5.5,8.03,93.87625272331155,0.1352702980688497,0
1.1,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,6.6,7.7639590666403,95.4,0.1352702980688497,0
0.7890097962962963,6.8,7.7639590666403,94.9,0.1352702980688497,0
0.03,4.2,8.42,100.0,0.021,0
0.7890097962962963,7.0,7.7639590666403,94.0,0.1352702980688497,0
0.7890097962962963,5.6,7.7639590666403,92.8,0.1352702980688497,0
0.057,7.5,8.01,96.1,0.037,0
0.22,3.0,8.05,91.0,0.093,0
1.3,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,1.6,7.94,96.0,0.01,0
0.03,5.6,6.8,99.5,0.01,0
0.03,4.1,7.71,100.4,0.01,0
0.03,5.3,6.99,99.8,0.01,0
10.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.086,3.3,7.77,99.5,0.043,0
0.03,3.0,7.11,99.1,0.01,0
0.03,5.3,7.77,95.3,0.011,0
3.8,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
1.4,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
1.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
1.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
1.9,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
10.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.46,93.87625272331155,0.1352702980688497,1
0.031,4.9,4.46,101.1,0.01,0
0.03,3.7,7.54,98.1,0.014,0
0.03,8.7,6.22,103.2,0.01,0
0.03,5.1,8.05,101.0,0.01,0
0.7890097962962963,6.4,7.7639590666403,94.9,0.1352702980688497,0
0.03,4.2,8.34,101.1,0.01,0
0.2,3.0,8.05,92.6,0.089,0
0.03,1.9,7.64,100.2,0.011,0
0.03,3.7,7.3,97.7,0.01,0
0.039,5.0,7.1,99.5,0.01,0
0.034,4.0,7.95,100.6,0.01,0
0.032,5.4,7.08,99.4,0.017,0
0.031,2.9,8.19,102.2,0.047,0
0.03,3.2,8.06,99.0,0.01,0
0.03,4.7,7.44,101.7,0.01,0
0.03,4.4,7.59,101.1,0.01,0
0.03,5.1,7.12,100.9,0.01,0
0.051,3.5,7.83,99.2,0.01,0
0.11,5.6,8.22,101.8,0.01,0
0.03,3.8,8.38,101.6,0.012,0
0.14,5.0,8.11,92.4,0.098,0
0.03,3.8,8.08,101.6,0.026,0
0.03,6.8,8.3,97.7,0.052,0
0.09,3.2,7.4,99.4,0.046,0
0.03,4.9,8.08,100.5,0.014,0
0.03,1.0,7.82,100.4,0.01,0
0.03,4.1,8.53,100.2,0.022,0
0.03,5.7,8.39,100.2,0.017,0
0.03,3.1,7.18,102.0,0.011,0
0.038,4.1,8.42,100.7,0.013,0
0.03,4.1,8.32,101.2,0.013,0
0.7890097962962963,5.973470599146726,7.66,93.87625272331155,0.1352702980688497,0
0.03,2.7,8.14,103.0,0.01,0
0.039,2.4,7.7639590666403,93.87625272331155,0.016,0
0.03,3.6,7.7639590666403,93.87625272331155,0.018,0
0.03,3.7,7.7639590666403,93.87625272331155,0.013,0
0.04,3.9,7.58,85.5,0.098,0
0.07,3.6,7.97,100.4,0.057,0
0.03,0.3,7.7639590666403,93.87625272331155,0.01,0
0.03,1.0,7.7639590666403,93.87625272331155,0.01,0
0.03,4.5,7.98,102.6,0.01,0
0.36,4.4,7.88,93.9,0.096,0
1.8,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.071,2.5,7.67,91.5,0.18,0
0.23,3.7,7.41,71.0,0.19,0
0.72,4.6,7.63,84.3,0.57,0
0.51,3.6,7.55,76.5,0.13,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
2.1,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,4.2,7.7639590666403,102.1,0.1352702980688497,0
0.03,5.4,7.7639590666403,93.87625272331155,0.019,0
0.03,5.4,7.7639590666403,93.87625272331155,0.011,0
0.03,5.7,7.7639590666403,93.87625272331155,0.01,0
0.045,4.2,7.7639590666403,93.87625272331155,0.016,0
0.073,2.9,7.7639590666403,93.87625272331155,0.017,0
0.03,4.1,7.7639590666403,93.87625272331155,0.01,0
5.6,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.054,2.3,7.7639590666403,93.87625272331155,0.082,0
0.084,5.2,7.7639590666403,93.87625272331155,0.057,0
0.12,4.8,7.7639590666403,93.87625272331155,0.04,0
0.03,5.5,7.7639590666403,93.87625272331155,0.021,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.095,3.3,7.84,92.6,0.12,0
0.037,1.5,8.2,101.8,0.032,0
0.04,5.7,8.31,101.0,0.026,0
0.15,3.6,7.98,93.2,0.064,0
0.4,4.9,7.53,89.3,0.033,0
0.7890097962962963,5.973470599146726,7.86,93.87625272331155,0.1352702980688497,0
0.32,5.2,7.8,93.2,0.14,0
0.15,5.5,7.93,95.8,0.036,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.09,4.7,7.76,102.1,0.06,0
0.7890097962962963,4.0,7.88,90.2,0.1352702980688497,0
0.03,4.2,8.03,98.0,0.015,0
0.7890097962962963,0.1,8.04,100.0,0.1352702980688497,0
2.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.24,5.4,7.72,85.8,0.064,0
0.13,6.0,8.03,95.2,0.038,0
0.07,5.9,8.08,96.9,0.038,0
0.51,5.3,7.67,87.2,0.37,0
0.03,1.7,7.7639590666403,93.87625272331155,0.01,0
0.061,0.5,7.7639590666403,93.87625272331155,0.036,0
0.03,4.3,7.7639590666403,93.87625272331155,0.01,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.6,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
3.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
2.4,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
1.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,4.2,7.7639590666403,100.2,0.1352702980688497,1
0.5,5.973470599146726,7.93,93.87625272331155,0.1352702980688497,1
0.7890097962962963,2.5,7.32,90.7,0.1352702980688497,0
0.7890097962962963,1.3,7.97,111.4,0.1352702980688497,0
0.7890097962962963,1.2,8.03,112.2,0.1352702980688497,0
0.7890097962962963,4.2,7.52,87.7,0.1352702980688497,0
0.7890097962962963,5.2,7.57,89.1,0.1352702980688497,0
0.7890097962962963,1.4,8.19,103.0,0.1352702980688497,0
0.7890097962962963,1.1,8.06,87.5,0.1352702980688497,0
0.7890097962962963,7.2,7.75,91.0,0.1352702980688497,0
0.7890097962962963,6.5,8.2,105.9,0.1352702980688497,0
0.7890097962962963,6.0,8.32,104.0,0.1352702980688497,0
0.7890097962962963,6.3,7.77,81.6,0.1352702980688497,0
0.7890097962962963,6.4,7.89,89.4,0.1352702980688497,0
0.7890097962962963,6.0,8.12,104.8,0.1352702980688497,0
0.7890097962962963,6.2,8.17,105.4,0.1352702980688497,0
0.7890097962962963,5.3,7.77,92.5,0.1352702980688497,0
0.7890097962962963,5.1,8.15,100.4,0.1352702980688497,0
0.7890097962962963,4.8,8.31,98.9,0.1352702980688497,0
0.7890097962962963,4.8,7.74,76.7,0.1352702980688497,0
0.7890097962962963,5.4,7.84,83.6,0.1352702980688497,0
0.7890097962962963,5.1,8.11,98.4,0.1352702980688497,0
0.7890097962962963,5.3,8.14,100.8,0.1352702980688497,0
